url_length,num_subdomains,has_ip_in_url,has_at_symbol,has_dash,is_https,is_phishing
33,2,0,0,0,0,1
33,2,0,0,0,0,1
55,2,0,0,1,0,1
51,3,0,0,1,0,1
41,1,0,0,0,0,1
35,1,0,0,0,0,1
36,2,0,0,0,0,1
65,3,0,0,0,0,1
187,3,0,0,1,0,1
69,3,0,0,0,0,1
83,5,0,0,0,0,1
49,3,0,0,0,0,1
48,2,0,0,0,0,1
56,2,0,0,1,0,1
42,2,0,0,0,0,1
74,5,0,0,1,0,1
86,5,0,0,1,0,1
111,8,0,0,1,0,1
123,8,0,0,1,0,1
95,5,0,0,1,0,1
55,4,0,0,0,0,1
52,2,0,0,0,0,1
37,2,0,0,0,0,1
84,3,0,0,1,0,1
53,3,0,0,0,0,1
92,2,0,0,1,0,1
28,2,0,0,0,0,1
39,2,0,0,0,0,1
48,2,0,0,1,0,1
37,2,0,0,0,0,1
39,2,0,0,0,0,1
35,3,0,0,0,0,1
37,1,0,0,0,0,1
45,2,0,0,0,0,1
47,3,0,0,0,0,1
60,3,0,0,1,0,1
35,2,0,0,0,0,1
97,4,1,0,1,0,1
98,4,1,0,1,0,1
44,3,0,0,1,0,1
61,3,0,0,0,0,1
52,1,0,0,0,0,1
50,4,0,0,0,0,1
100,4,1,0,1,0,1
99,4,1,0,1,0,1
36,1,0,0,0,0,1
60,3,0,0,1,0,1
73,4,0,0,1,0,1
64,1,0,0,1,0,1
38,1,0,0,1,0,1
72,1,0,0,0,0,1
104,4,0,0,1,0,1
60,3,0,0,1,0,1
83,4,0,0,0,0,1
42,1,0,0,0,0,1
50,3,0,0,0,0,1
59,4,0,0,0,0,1
35,1,0,0,0,0,1
45,2,0,0,0,0,1
38,2,0,0,0,0,1
54,2,0,0,1,0,1
47,1,0,0,1,0,1
38,1,0,0,0,0,1
71,4,0,0,1,0,1
38,1,0,0,0,0,1
61,3,0,0,0,0,1
33,1,0,0,0,0,1
36,1,0,0,0,0,1
62,3,0,0,0,0,1
33,1,0,0,1,0,1
69,2,0,0,1,0,1
50,2,0,0,0,0,1
126,3,0,0,0,0,1
63,3,0,0,1,0,1
68,3,0,0,1,0,1
34,1,0,0,0,0,1
30,3,0,0,0,0,1
53,1,0,0,0,0,1
72,5,0,0,1,0,1
57,2,0,0,1,0,1
97,2,0,0,1,0,1
45,2,0,0,0,0,1
57,2,0,0,1,0,1
61,3,0,0,0,0,1
54,2,0,0,0,0,1
40,2,0,0,0,0,1
127,2,0,0,1,0,1
132,2,0,0,1,0,1
66,3,0,0,1,0,1
40,2,0,0,0,0,1
53,4,0,0,0,0,1
41,2,0,0,0,0,1
144,2,0,0,1,0,1
100,2,0,0,1,0,1
136,2,0,0,1,0,1
53,5,0,0,1,0,1
57,4,0,0,1,0,1
46,4,0,0,1,0,1
133,2,0,0,1,0,1
73,2,0,0,1,0,1
29,1,0,0,0,0,1
28,1,0,0,0,0,1
62,2,0,0,1,0,1
128,2,0,0,1,0,1
51,2,0,0,0,0,1
146,2,0,0,1,0,1
80,4,0,0,0,0,1
29,2,0,0,0,0,1
62,2,0,0,1,0,1
49,2,0,0,0,0,1
60,5,0,0,1,0,1
58,2,0,0,1,0,1
30,2,0,0,0,0,1
60,2,0,0,0,0,1
39,2,0,0,0,0,1
57,2,0,0,0,0,1
39,2,0,0,0,0,1
38,2,0,0,0,0,1
54,2,0,0,1,0,1
48,2,0,0,1,0,1
72,3,0,0,1,0,1
76,3,0,0,1,0,1
71,4,0,0,1,0,1
34,2,0,0,0,0,1
76,4,0,0,0,0,1
211,3,0,0,0,0,1
26,1,0,0,0,0,1
63,3,0,0,1,0,1
76,3,0,0,1,0,1
60,3,0,0,1,0,1
32,1,0,0,0,0,1
101,4,1,0,1,0,1
39,2,0,0,0,0,1
62,1,0,0,1,0,1
58,3,0,0,1,0,1
64,3,0,0,1,0,1
51,2,0,0,0,0,1
37,2,0,0,0,0,1
73,3,0,0,1,0,1
64,4,0,0,1,0,1
69,4,0,0,1,0,1
46,2,0,0,0,0,1
91,3,0,0,0,0,1
61,5,0,0,0,0,1
60,1,0,0,0,0,1
60,1,0,0,0,0,1
59,1,0,0,0,0,1
86,4,0,0,1,0,1
78,4,0,0,0,0,1
68,2,0,0,1,0,1
58,2,0,0,0,0,1
54,3,0,0,1,0,1
54,3,0,0,1,0,1
54,3,0,0,1,0,1
54,3,0,0,1,0,1
54,3,0,0,1,0,1
54,3,0,0,1,0,1
54,3,0,0,1,0,1
54,3,0,0,1,0,1
54,3,0,0,1,0,1
54,3,0,0,1,0,1
54,3,0,0,1,0,1
54,3,0,0,1,0,1
54,3,0,0,1,0,1
54,3,0,0,1,0,1
54,3,0,0,1,0,1
54,3,0,0,1,0,1
54,3,0,0,1,0,1
44,1,0,0,1,0,1
58,2,0,0,0,0,1
58,2,0,0,0,0,1
44,3,0,0,0,0,1
52,2,0,0,0,0,1
52,3,0,0,0,0,1
111,1,0,0,1,0,1
29,1,0,0,0,0,1
88,4,1,0,1,0,1
33,1,0,0,0,0,1
182,4,0,0,1,0,1
94,4,0,0,1,0,1
90,3,0,0,1,0,1
182,4,0,0,1,0,1
45,3,0,0,0,0,1
53,2,0,0,0,0,1
57,3,0,0,1,0,1
44,3,0,0,0,0,1
57,3,0,0,1,0,1
30,2,0,0,0,0,1
82,3,0,0,0,0,1
59,4,1,0,0,0,1
65,3,0,0,0,0,1
70,3,0,0,1,0,1
38,4,1,0,0,0,1
216,3,0,0,0,0,1
36,2,0,0,0,0,1
54,2,0,0,1,0,1
46,3,0,0,0,0,1
57,3,0,0,0,0,1
45,4,0,0,0,0,1
94,4,0,0,1,0,1
67,3,0,0,1,0,1
51,3,0,0,1,0,1
41,3,0,0,0,0,1
38,1,0,0,0,0,1
39,2,0,0,0,0,1
34,2,0,0,0,0,1
37,1,0,0,0,0,1
40,2,0,0,0,0,1
39,1,0,0,0,0,1
32,2,0,0,0,0,1
34,2,0,0,0,0,1
102,3,0,0,0,0,1
44,3,0,0,0,0,1
30,3,0,0,0,0,1
32,2,0,0,0,0,1
32,1,0,0,0,0,1
32,2,0,0,0,0,1
41,2,0,0,0,0,1
48,3,0,0,1,0,1
40,1,0,0,0,0,1
46,3,0,0,0,0,1
40,4,0,0,0,0,1
40,2,0,0,0,0,1
170,1,0,0,1,0,1
47,3,0,0,0,0,1
55,2,0,0,1,0,1
58,3,0,0,1,0,1
69,3,0,0,0,0,1
51,3,0,0,0,0,1
60,5,0,0,0,0,1
37,2,0,0,1,0,1
72,5,0,0,0,0,1
60,1,0,0,0,0,1
65,3,0,0,1,0,1
88,5,0,0,0,0,1
56,5,0,0,0,0,1
47,1,0,0,0,0,1
57,2,0,0,0,0,1
67,4,0,0,1,0,1
38,2,0,0,0,0,1
91,7,0,0,0,0,1
242,14,0,0,0,0,1
39,2,0,0,0,0,1
42,1,0,0,0,0,1
39,1,0,0,0,0,1
40,1,0,0,0,0,1
62,2,0,0,1,0,1
44,2,0,0,0,0,1
68,4,0,0,1,0,1
51,2,0,0,0,0,1
47,2,0,0,1,0,1
46,3,0,0,0,0,1
72,2,0,0,1,0,1
47,2,0,0,0,0,1
42,4,0,0,0,0,1
79,1,0,0,1,0,1
73,2,0,0,1,0,1
66,3,0,0,1,0,1
73,2,0,0,1,0,1
53,3,0,0,1,0,1
56,1,0,0,1,0,1
69,2,0,0,1,0,1
68,3,0,0,0,0,1
35,1,0,0,1,0,1
51,3,0,0,1,0,1
75,2,0,0,1,0,1
79,2,0,0,1,0,1
57,4,0,0,1,0,1
240,14,0,0,0,0,1
49,2,0,0,1,0,1
44,2,0,0,1,0,1
69,1,0,0,0,0,1
40,2,0,0,0,0,1
60,1,0,0,0,0,1
60,1,0,0,0,0,1
44,1,0,0,0,0,1
39,3,0,0,0,0,1
44,3,1,0,0,0,1
36,1,0,0,0,0,1
43,4,1,0,0,0,1
46,4,1,0,0,0,1
34,1,0,0,0,0,1
47,2,0,0,0,0,1
48,3,0,0,1,0,1
33,1,0,0,0,0,1
55,2,0,0,0,0,1
79,1,0,0,1,0,1
83,2,0,0,1,0,1
89,2,0,0,1,0,1
58,2,0,0,0,0,1
40,4,0,0,0,0,1
56,2,0,0,0,0,1
33,3,0,0,0,0,1
129,7,0,0,1,0,1
28,3,0,0,0,0,1
59,6,0,0,0,0,1
38,1,0,0,0,0,1
47,2,0,0,0,0,1
38,1,0,0,1,0,1
54,2,0,0,0,0,1
60,3,0,0,0,0,1
170,1,0,0,1,0,1
61,3,0,0,0,0,1
56,2,0,0,0,0,1
44,2,0,0,0,0,1
74,1,0,0,0,0,1
34,2,0,0,0,0,1
79,1,0,0,1,0,1
79,1,0,0,1,0,1
48,3,0,0,1,0,1
52,2,0,0,0,0,1
43,2,0,0,0,0,1
58,2,0,0,0,0,1
47,3,1,0,0,0,1
46,2,0,0,0,0,1
101,4,1,0,1,0,1
101,4,1,0,1,0,1
35,2,0,0,0,0,1
44,2,0,0,0,0,1
61,3,0,0,0,0,1
79,1,0,0,1,0,1
89,2,0,0,0,0,1
79,1,0,0,1,0,1
98,4,1,0,1,0,1
55,4,0,0,1,0,1
39,3,0,0,0,0,1
103,4,1,0,1,0,1
43,2,0,0,0,0,1
45,3,0,0,0,0,1
48,3,0,0,0,0,1
43,2,0,0,0,0,1
32,2,0,0,0,0,1
41,2,0,0,0,0,1
81,3,0,0,1,0,1
170,1,0,0,1,0,1
78,1,0,0,0,0,1
53,4,0,0,0,0,1
26,1,0,0,0,0,1
118,4,1,0,0,0,1
55,2,0,0,0,0,1
78,1,0,0,0,0,1
78,1,0,0,0,0,1
53,1,0,0,1,0,1
44,3,1,0,0,0,1
46,2,0,0,0,0,1
53,3,0,0,0,0,1
116,2,0,0,1,0,1
73,2,0,0,1,0,1
44,4,0,0,0,0,1
48,4,0,0,1,0,1
25,1,0,0,0,0,1
78,1,0,0,0,0,1
55,1,0,0,0,0,1
61,2,0,0,0,0,1
63,2,0,0,0,0,1
199,4,1,0,0,0,1
53,4,1,0,0,0,1
49,3,0,0,0,0,1
24,1,0,0,0,0,1
56,2,0,0,0,0,1
75,3,0,0,1,0,1
19,1,0,0,0,0,1
44,2,0,0,0,0,1
40,2,0,0,0,0,1
95,4,0,0,1,0,1
46,3,0,0,0,0,1
69,1,0,0,0,0,1
51,2,0,0,0,0,1
162,3,0,0,1,0,1
44,2,0,0,0,0,1
55,4,1,0,0,0,1
33,1,0,0,0,0,1
44,3,0,0,0,0,1
49,4,0,0,0,0,1
55,3,0,0,0,0,1
47,1,0,0,1,0,1
71,3,0,0,0,0,1
78,2,0,0,0,0,1
79,1,0,0,1,0,1
79,1,0,0,1,0,1
51,2,0,0,1,0,1
45,2,0,0,0,0,1
57,3,0,0,0,0,1
47,2,0,0,0,0,1
49,3,0,0,0,0,1
85,3,0,0,1,0,1
61,3,0,0,1,0,1
73,2,0,0,1,0,1
51,2,0,0,1,0,1
79,1,0,0,1,0,1
79,1,0,0,1,0,1
79,1,0,0,1,0,1
79,1,0,0,1,0,1
79,1,0,0,1,0,1
64,3,0,0,0,0,1
82,3,0,0,1,0,1
56,3,0,0,0,0,1
80,2,0,0,0,0,1
87,4,0,0,1,0,1
78,3,0,0,0,0,1
103,4,1,0,1,0,1
100,4,1,0,1,0,1
101,4,1,0,1,0,1
48,3,0,0,0,0,1
119,4,0,0,1,0,1
36,3,0,0,0,0,1
57,5,0,0,1,0,1
35,5,0,0,0,0,1
36,3,0,0,0,0,1
67,4,1,0,0,0,1
102,4,1,0,1,0,1
43,4,0,0,0,0,1
82,3,0,0,0,0,1
55,2,0,0,0,0,1
205,4,1,0,0,0,1
53,2,0,0,0,0,1
91,5,0,0,1,0,1
38,3,0,0,0,0,1
87,5,0,0,1,0,1
139,2,0,0,0,0,1
165,13,0,0,1,0,1
43,3,0,0,0,0,1
101,4,1,0,1,0,1
81,3,0,0,0,0,1
82,3,0,0,1,0,1
68,5,1,0,1,0,1
66,5,1,0,1,0,1
68,5,1,0,1,0,1
25,1,0,0,0,0,1
48,2,0,0,0,0,1
38,2,0,0,0,0,1
93,4,1,0,1,0,1
79,3,0,0,1,0,1
79,3,0,0,1,0,1
57,4,0,0,1,0,1
95,3,0,0,1,0,1
39,3,0,0,0,0,1
36,1,0,0,0,0,1
42,3,0,0,0,0,1
121,2,0,0,1,0,1
27,2,0,0,0,0,1
46,1,0,0,0,0,1
41,2,0,0,0,0,1
133,5,0,0,1,0,1
49,5,0,0,0,0,1
38,2,0,0,0,0,1
35,2,0,0,1,0,1
49,1,0,0,1,0,1
68,5,1,0,1,0,1
67,3,0,0,0,0,1
31,2,0,0,0,0,1
47,3,0,0,0,0,1
30,1,0,0,0,0,1
100,4,1,0,1,0,1
32,1,0,0,0,0,1
60,3,0,0,0,0,1
51,2,0,0,0,0,1
32,1,0,0,0,0,1
57,4,0,0,0,0,1
78,3,0,0,0,0,1
38,3,0,0,0,0,1
38,2,0,0,0,0,1
54,2,0,0,0,0,1
106,6,0,0,1,0,1
39,4,0,0,0,0,1
101,4,1,0,1,0,1
36,2,0,0,0,0,1
72,2,0,0,0,0,1
72,2,0,0,0,0,1
140,3,0,0,0,0,1
80,3,0,0,0,0,1
47,1,0,0,0,0,1
220,3,0,0,1,0,1
66,1,0,0,1,0,1
65,2,0,0,1,0,1
39,2,0,0,0,0,1
53,3,0,0,1,0,1
58,2,0,0,1,0,1
142,6,0,0,1,0,1
60,2,0,0,0,0,1
142,6,0,0,1,0,1
142,6,0,0,1,0,1
142,6,0,0,1,0,1
33,1,0,0,0,0,1
48,2,0,0,0,0,1
44,1,0,0,0,0,1
101,4,1,0,1,0,1
36,2,0,0,0,0,1
66,3,0,0,0,0,1
82,3,0,0,1,0,1
128,2,0,0,1,0,1
47,3,0,0,0,0,1
48,3,0,0,0,0,1
140,3,0,0,0,0,1
47,1,0,0,0,0,1
47,3,0,0,0,0,1
84,3,0,0,1,0,1
63,3,0,0,1,0,1
44,2,0,0,0,0,1
78,2,0,0,0,0,1
120,5,0,0,1,0,1
39,2,0,0,0,0,1
118,5,0,0,1,0,1
64,3,0,0,0,0,1
39,2,0,0,1,0,1
68,5,1,0,1,0,1
67,5,1,0,1,0,1
67,5,1,0,1,0,1
40,2,0,0,0,0,1
38,4,1,0,0,0,1
64,3,0,0,0,0,1
81,2,0,0,1,0,1
94,2,0,0,1,0,1
28,1,0,0,0,0,1
77,3,0,0,0,0,1
47,1,0,0,0,0,1
45,2,0,0,0,0,1
54,3,0,0,1,0,1
59,2,0,0,1,0,1
58,3,0,0,0,0,1
40,4,0,0,0,0,1
62,3,0,0,0,0,1
31,3,0,0,0,0,1
37,3,0,0,0,0,1
89,4,1,0,1,0,1
51,4,0,0,1,0,1
48,1,0,0,0,0,1
64,3,0,0,0,0,1
41,2,0,0,0,0,1
57,2,0,0,1,0,1
79,3,0,0,1,0,1
56,4,0,0,0,0,1
110,7,0,0,1,0,1
42,1,0,0,1,0,1
52,2,0,0,0,0,1
30,2,0,0,1,0,1
73,4,0,0,1,0,1
47,2,0,0,0,0,1
63,4,0,0,1,0,1
26,2,0,0,0,0,1
197,4,1,0,0,0,1
71,4,1,0,0,0,1
79,4,1,0,0,0,1
59,4,1,0,0,0,1
164,4,1,0,0,0,1
199,4,1,0,0,0,1
57,4,1,0,0,0,1
222,4,1,0,0,0,1
92,4,1,0,0,0,1
86,4,1,0,0,0,1
43,3,0,0,1,0,1
79,1,0,0,1,0,1
39,1,0,0,0,0,1
33,1,0,0,0,0,1
249,15,0,0,0,0,1
34,4,0,0,0,0,1
71,5,0,0,1,0,1
46,2,0,0,1,0,1
53,2,0,0,0,0,1
92,3,0,0,1,0,1
163,10,0,0,1,0,1
43,2,0,0,0,0,1
241,16,0,0,0,0,1
32,2,0,0,0,0,1
80,1,0,0,1,0,1
42,1,0,0,0,0,1
63,1,0,0,0,0,1
168,5,1,0,1,0,1
57,1,0,0,0,0,1
37,3,1,0,1,0,1
63,3,0,0,0,0,1
231,3,0,0,1,0,1
73,2,0,0,1,0,1
37,1,0,0,1,0,1
63,1,0,0,0,0,1
63,1,0,0,0,0,1
81,2,0,0,0,0,1
81,2,0,0,0,0,1
81,2,0,0,0,0,1
81,2,0,0,0,0,1
81,2,0,0,0,0,1
42,3,1,0,0,0,1
29,1,0,0,1,0,1
33,1,0,0,1,0,1
47,4,1,0,1,0,1
63,5,0,0,0,0,1
52,1,0,0,1,0,1
171,9,0,0,1,0,1
51,2,0,0,1,0,1
51,2,0,0,1,0,1
231,3,0,0,1,0,1
231,3,0,0,1,0,1
142,3,0,0,1,0,1
134,3,0,0,1,0,1
231,3,0,0,1,0,1
215,8,0,0,1,0,1
36,2,0,0,0,0,1
138,2,0,0,0,0,1
43,1,0,0,0,0,1
51,1,0,0,0,0,1
82,1,0,0,1,0,1
27,1,0,0,1,0,1
59,1,0,0,0,0,1
91,4,0,0,0,0,1
70,2,0,0,1,0,1
50,2,0,0,0,0,1
47,1,0,0,0,0,1
216,8,0,0,1,0,1
169,3,0,0,1,0,1
30,2,0,0,0,0,1
30,2,0,0,0,0,1
29,2,0,0,0,0,1
28,2,0,0,0,0,1
77,3,0,0,1,0,1
50,2,0,0,0,0,1
89,2,0,0,1,0,1
51,3,0,0,0,0,1
66,4,0,0,0,0,1
32,1,0,0,0,0,1
252,14,0,0,1,0,1
22,1,0,0,0,0,1
54,1,0,0,0,0,1
43,2,0,0,0,0,1
33,2,0,0,0,0,1
33,1,0,0,0,0,1
66,4,0,0,0,0,1
92,2,0,0,0,0,1
221,3,0,0,0,0,1
52,1,0,0,1,0,1
58,2,0,0,1,0,1
59,2,0,0,1,0,1
66,4,0,0,0,0,1
66,4,0,0,0,0,1
46,2,0,0,1,0,1
43,1,0,0,1,0,1
91,3,0,0,0,0,1
48,2,0,0,1,0,1
58,1,0,0,1,0,1
60,3,1,0,0,0,1
51,2,0,0,1,0,1
47,2,0,0,0,0,1
42,3,0,0,0,0,1
44,2,0,0,0,0,1
52,3,0,0,0,0,1
26,1,0,0,1,0,1
73,2,0,0,1,0,1
49,2,0,0,0,0,1
54,2,0,0,0,0,1
58,3,0,0,0,0,1
94,4,0,0,1,0,1
60,3,0,0,1,0,1
52,2,0,0,0,0,1
28,3,0,0,0,0,1
47,2,0,0,0,0,1
51,2,0,0,0,0,1
52,2,0,0,0,0,1
64,1,0,0,0,0,1
240,15,0,0,0,0,1
236,14,0,0,0,0,1
67,3,0,0,0,0,1
66,3,0,0,0,0,1
39,3,0,0,0,0,1
63,3,0,0,0,0,1
79,1,0,0,1,0,1
38,3,0,0,0,0,1
40,3,0,0,0,0,1
39,3,0,0,0,0,1
40,3,0,0,0,0,1
42,4,0,0,0,0,1
57,4,0,0,0,0,1
50,3,0,0,0,0,1
29,1,0,0,0,0,1
77,4,0,0,1,0,1
64,3,0,0,0,0,1
64,3,0,0,0,0,1
64,3,0,0,0,0,1
35,1,0,0,0,0,1
41,1,0,0,0,0,1
38,1,0,0,0,0,1
56,2,0,0,1,0,1
39,1,0,0,0,0,1
45,2,0,0,0,0,1
121,4,0,0,1,0,1
45,1,0,0,0,0,1
34,2,0,0,0,0,1
38,1,0,0,1,0,1
53,2,0,0,0,0,1
62,1,0,0,0,0,1
57,2,0,0,1,0,1
132,3,0,0,1,0,1
73,2,0,0,1,0,1
73,2,0,0,1,0,1
63,2,0,0,0,0,1
50,4,1,0,0,0,1
221,4,1,0,0,0,1
197,4,1,0,0,0,1
225,4,1,0,0,0,1
173,4,0,0,1,0,1
205,4,1,0,0,0,1
69,4,1,0,0,0,1
62,2,0,0,1,0,1
35,2,0,0,0,0,1
69,2,0,0,1,0,1
46,3,0,0,0,0,1
62,3,0,0,1,0,1
58,2,0,0,0,0,1
49,2,0,0,1,0,1
55,3,0,0,0,0,1
76,3,0,0,1,0,1
37,3,0,0,0,0,1
25,1,0,0,0,0,1
38,3,0,0,0,0,1
50,2,0,0,0,0,1
220,3,0,0,0,0,1
132,4,1,0,0,0,1
182,4,1,0,0,0,1
57,4,1,0,0,0,1
187,4,1,0,0,0,1
49,4,0,0,0,0,1
62,1,0,0,0,0,1
58,1,0,0,0,0,1
33,2,0,0,0,0,1
33,2,0,0,0,0,1
38,2,0,0,0,0,1
76,5,0,0,0,0,1
76,5,0,0,0,0,1
66,6,0,0,1,0,1
36,1,0,0,0,0,1
52,3,0,0,1,0,1
60,3,0,0,0,0,1
54,2,0,0,0,0,1
96,2,0,0,1,0,1
146,2,0,0,1,0,1
39,3,0,0,0,0,1
44,3,0,0,0,0,1
60,1,0,0,0,0,1
50,2,0,0,0,0,1
63,3,0,0,0,0,1
34,2,0,0,0,0,1
81,2,0,0,1,0,1
58,1,0,0,1,0,1
72,2,0,0,1,0,1
226,4,0,0,1,0,1
44,3,0,0,0,0,1
65,2,0,0,1,0,1
43,2,0,0,0,0,1
41,3,0,0,0,0,1
70,2,0,0,0,0,1
66,2,0,0,1,0,1
30,1,0,0,1,0,1
219,15,0,0,0,0,1
38,2,0,0,0,0,1
25,1,0,0,0,0,1
131,5,0,0,0,0,1
75,4,0,0,0,0,1
49,4,0,0,0,0,1
133,2,0,0,0,0,1
133,2,0,0,0,0,1
38,2,0,0,0,0,1
73,2,0,0,1,0,1
73,2,0,0,1,0,1
73,2,0,0,1,0,1
82,2,0,0,1,0,1
58,3,0,0,0,0,1
112,4,1,0,0,0,1
176,4,1,0,0,0,1
48,2,0,0,0,0,1
52,3,0,0,1,0,1
75,4,0,0,0,0,1
25,1,0,0,1,0,1
153,2,0,0,0,0,1
34,2,0,0,0,0,1
45,3,0,0,0,0,1
61,2,0,0,1,0,1
52,2,0,0,1,0,1
58,2,0,0,1,0,1
59,2,0,0,1,0,1
56,6,1,0,0,0,1
67,3,0,0,1,0,1
92,4,0,0,1,0,1
47,2,0,0,1,0,1
37,1,0,0,1,0,1
173,5,0,0,1,0,1
107,4,1,0,1,0,1
41,3,0,0,0,0,1
49,4,0,0,0,0,1
140,5,0,0,0,0,1
50,4,1,0,0,0,1
62,6,0,0,0,0,1
54,3,0,0,1,0,1
67,4,0,0,0,0,1
47,2,0,0,1,0,1
46,1,0,0,1,0,1
39,3,0,0,0,0,1
52,3,0,0,1,0,1
75,2,0,0,0,0,1
76,2,0,0,0,0,1
59,2,0,0,0,0,1
77,3,0,0,1,0,1
56,2,0,0,0,0,1
94,5,0,0,0,0,1
94,5,0,0,0,0,1
67,3,0,0,0,0,1
119,4,1,0,1,0,1
32,2,0,0,1,0,1
76,3,0,0,1,0,1
32,2,0,0,1,0,1
32,2,0,0,1,0,1
73,6,0,0,1,0,1
91,2,0,0,1,0,1
72,2,0,0,1,0,1
75,2,0,0,1,0,1
77,3,0,0,1,0,1
52,2,0,0,1,0,1
36,3,0,0,0,0,1
248,14,0,0,0,0,1
42,2,0,0,0,0,1
104,3,0,0,1,0,1
46,2,0,0,1,0,1
49,2,0,0,0,0,1
37,2,0,0,0,0,1
41,3,0,0,0,0,1
28,1,0,0,0,0,1
88,1,0,0,0,0,1
46,2,0,0,1,0,1
56,3,0,0,1,0,1
27,1,0,0,0,0,1
32,2,0,0,0,0,1
110,3,0,0,0,0,1
41,3,0,0,0,0,1
65,3,0,0,1,0,1
115,4,1,0,1,0,1
58,4,0,0,0,0,1
58,3,0,0,1,0,1
59,3,0,0,1,0,1
67,3,0,0,0,0,1
44,2,0,0,1,0,1
40,3,0,0,0,0,1
57,3,0,0,1,0,1
36,2,0,0,0,0,1
80,4,0,0,1,0,1
78,3,0,0,1,0,1
39,2,0,0,0,0,1
40,3,1,0,0,0,1
40,3,1,0,0,0,1
